CountryName,CountryCode,Year,Value
United Kingdom,GBR,2009,2874.392898
United Kingdom,GBR,2010,2956.470824
United Kingdom,GBR,2011,3009.674626
United Kingdom,GBR,2012,3094.639575
United Kingdom,GBR,2013,3194.350495
United Kingdom,GBR,2014,3300.667838
United Kingdom,GBR,2015,3385.77987
United Kingdom,GBR,2016,3511.995396
United Kingdom,GBR,2017,3585.259965
United Kingdom,GBR,2018,3688.188973
United Kingdom,GBR,2019,3938.434667
United Kingdom,GBR,2020,4671.929132
United Kingdom,GBR,2021,5155.133615
United Kingdom,GBR,2022,..
United Kingdom,GBR,2023,..
United States,USA,2000,2011.998424
United States,USA,2001,2212.342986
United States,USA,2002,2397.67481
United States,USA,2003,2567.383365
United States,USA,2004,2747.055687
United States,USA,2005,2912.361785
United States,USA,2006,3139.266576
United States,USA,2007,3305.170047
United States,USA,2008,3489.415426
United States,USA,2009,3687.469785
United States,USA,2010,3826.411426
United States,USA,2011,3925.085396
United States,USA,2012,4040.130087
United States,USA,2013,4174.370038
United States,USA,2014,4482.648182
United States,USA,2015,4751.984519
United States,USA,2016,4914.809588
United States,USA,2017,5067.155304
United States,USA,2018,5289.017002
United States,USA,2019,5521.757048
United States,USA,2020,6703.260363
United States,USA,2021,6655.172371
United States,USA,2022,..
United States,USA,2023,..
